project_id,project_location_id,country,latitude,longitude,start_date,funder,ad_sector_codes,sector_group_name
P124715,P124715_2293538,Côte d’Ivoire,5.30966,-4.01266,2012-06-26,WB,140,Social Infrastructure & Services
P124715,P124715_2293538,Côte d’Ivoire,5.30966,-4.01266,2012-06-26,WB,210,Economic Infrastructure & Services
P124715,P124715_2291136,Côte d’Ivoire,8.0402,-2.80003,2012-06-26,WB,410,Other
P124715,P124715_2291136,Côte d’Ivoire,8.0402,-2.80003,2012-06-26,WB,230,Economic Infrastructure & Services
P124715,P124715_2291136,Côte d’Ivoire,8.0402,-2.80003,2012-06-26,WB,140,Social Infrastructure & Services
P124715,P124715_2291136,Côte d’Ivoire,8.0402,-2.80003,2012-06-26,WB,210,Economic Infrastructure & Services
P124715,P124715_2290956,Côte d’Ivoire,7.69385,-5.03031,2012-06-26,WB,410,Other
P124715,P124715_2290956,Côte d’Ivoire,7.69385,-5.03031,2012-06-26,WB,230,Economic Infrastructure & Services
P124715,P124715_2290956,Côte d’Ivoire,7.69385,-5.03031,2012-06-26,WB,140,Social Infrastructure & Services
P124715,P124715_2290956,Côte d’Ivoire,7.69385,-5.03031,2012-06-26,WB,210,Economic Infrastructure & Services
P124715,P124715_2290486,Côte d’Ivoire,6.87736,-6.45022,2012-06-26,WB,410,Other
P124715,P124715_2290486,Côte d’Ivoire,6.87736,-6.45022,2012-06-26,WB,230,Economic Infrastructure & Services
P124715,P124715_2290486,Côte d’Ivoire,6.87736,-6.45022,2012-06-26,WB,140,Social Infrastructure & Services
P124715,P124715_2290486,Côte d’Ivoire,6.87736,-6.45022,2012-06-26,WB,210,Economic Infrastructure & Services
P124715,P124715_2289983,Côte d’Ivoire,6.64678,-4.70519,2012-06-26,WB,410,Other
P124715,P124715_2289983,Côte d’Ivoire,6.64678,-4.70519,2012-06-26,WB,230,Economic Infrastructure & Services
P124715,P124715_2289983,Côte d’Ivoire,6.64678,-4.70519,2012-06-26,WB,140,Social Infrastructure & Services
P124715,P124715_2289983,Côte d’Ivoire,6.64678,-4.70519,2012-06-26,WB,210,Economic Infrastructure & Services
P124715,P124715_2288829,Côte d’Ivoire,6.13193,-5.9506,2012-06-26,WB,410,Other
P124715,P124715_2288829,Côte d’Ivoire,6.13193,-5.9506,2012-06-26,WB,230,Economic Infrastructure & Services
P124715,P124715_2288829,Côte d’Ivoire,6.13193,-5.9506,2012-06-26,WB,140,Social Infrastructure & Services
P124715,P124715_2288829,Côte d’Ivoire,6.13193,-5.9506,2012-06-26,WB,210,Economic Infrastructure & Services
P124715,P124715_2286304,Côte d’Ivoire,9.45803,-5.62961,2012-06-26,WB,410,Other
P124715,P124715_2286304,Côte d’Ivoire,9.45803,-5.62961,2012-06-26,WB,230,Economic Infrastructure & Services
P124715,P124715_2286304,Côte d’Ivoire,9.45803,-5.62961,2012-06-26,WB,140,Social Infrastructure & Services
P124715,P124715_2286304,Côte d’Ivoire,9.45803,-5.62961,2012-06-26,WB,210,Economic Infrastructure & Services
P124715,P124715_2284647,Côte d’Ivoire,7.41251,-7.55383,2012-06-26,WB,410,Other
P124715,P124715_2284647,Côte d’Ivoire,7.41251,-7.55383,2012-06-26,WB,230,Economic Infrastructure & Services
P124715,P124715_2284647,Côte d’Ivoire,7.41251,-7.55383,2012-06-26,WB,140,Social Infrastructure & Services
P124715,P124715_2284647,Côte d’Ivoire,7.41251,-7.55383,2012-06-26,WB,210,Economic Infrastructure & Services
P124715,P124715_2283016,Côte d’Ivoire,9.50511,-7.56433,2012-06-26,WB,410,Other
P124715,P124715_2283016,Côte d’Ivoire,9.50511,-7.56433,2012-06-26,WB,230,Economic Infrastructure & Services
P124715,P124715_2283016,Côte d’Ivoire,9.50511,-7.56433,2012-06-26,WB,140,Social Infrastructure & Services
P124715,P124715_2283016,Côte d’Ivoire,9.50511,-7.56433,2012-06-26,WB,210,Economic Infrastructure & Services
P124715,P124715_2282006,Côte d’Ivoire,4.74851,-6.6363,2012-06-26,WB,410,Other
P124715,P124715_2282006,Côte d’Ivoire,4.74851,-6.6363,2012-06-26,WB,230,Economic Infrastructure & Services
P124715,P124715_2282006,Côte d’Ivoire,4.74851,-6.6363,2012-06-26,WB,140,Social Infrastructure & Services
P124715,P124715_2282006,Côte d’Ivoire,4.74851,-6.6363,2012-06-26,WB,210,Economic Infrastructure & Services
P124715,P124715_2596934,Côte d’Ivoire,7.96111,-6.67306,2012-06-26,WB,410,Other
P124715,P124715_2596934,Côte d’Ivoire,7.96111,-6.67306,2012-06-26,WB,230,Economic Infrastructure & Services
P124715,P124715_2596934,Côte d’Ivoire,7.96111,-6.67306,2012-06-26,WB,140,Social Infrastructure & Services
P124715,P124715_2596934,Côte d’Ivoire,7.96111,-6.67306,2012-06-26,WB,210,Economic Infrastructure & Services
P124715,P124715_2279755,Côte d’Ivoire,6.82055,-5.27674,2012-06-26,WB,410,Other
P124715,P124715_2279755,Côte d’Ivoire,6.82055,-5.27674,2012-06-26,WB,230,Economic Infrastructure & Services
P124715,P124715_2279755,Côte d’Ivoire,6.82055,-5.27674,2012-06-26,WB,140,Social Infrastructure & Services
P124715,P124715_2279755,Côte d’Ivoire,6.82055,-5.27674,2012-06-26,WB,210,Economic Infrastructure & Services
P124715,P124715_7732556,Côte d’Ivoire,5.34993,-3.98169,2012-06-26,WB,410,Other
P124715,P124715_7732556,Côte d’Ivoire,5.34993,-3.98169,2012-06-26,WB,230,Economic Infrastructure & Services
P124715,P124715_7732556,Côte d’Ivoire,5.34993,-3.98169,2012-06-26,WB,140,Social Infrastructure & Services
P124715,P124715_7732556,Côte d’Ivoire,5.34993,-3.98169,2012-06-26,WB,210,Economic Infrastructure & Services
P124715,P124715_7732557,Côte d’Ivoire,5.32549,-4.02014,2012-06-26,WB,410,Other
P124715,P124715_7732557,Côte d’Ivoire,5.32549,-4.02014,2012-06-26,WB,230,Economic Infrastructure & Services
P124715,P124715_7732557,Côte d’Ivoire,5.32549,-4.02014,2012-06-26,WB,140,Social Infrastructure & Services
P124715,P124715_7732557,Côte d’Ivoire,5.32549,-4.02014,2012-06-26,WB,210,Economic Infrastructure & Services
P083131,P083131_200787,Kenya,-1.4563,36.97826,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_200787,Kenya,-1.4563,36.97826,2004-07-13,WB,320,Production
P083131,P083131_200787,Kenya,-1.4563,36.97826,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_200656,Kenya,-4.0,39.71667,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_200656,Kenya,-4.0,39.71667,2004-07-13,WB,320,Production
P083131,P083131_200656,Kenya,-4.0,39.71667,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_200304,Kenya,0.23861,34.26944,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_200304,Kenya,0.23861,34.26944,2004-07-13,WB,320,Production
P083131,P083131_200304,Kenya,0.23861,34.26944,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_199971,Kenya,0.20636,34.49348,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_199971,Kenya,0.20636,34.49348,2004-07-13,WB,320,Production
P083131,P083131_199971,Kenya,0.20636,34.49348,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_199108,Kenya,-1.25743,36.90357,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_199108,Kenya,-1.25743,36.90357,2004-07-13,WB,320,Production
P083131,P083131_199108,Kenya,-1.25743,36.90357,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_198636,Kenya,0.05158,35.73078,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_198636,Kenya,0.05158,35.73078,2004-07-13,WB,320,Production
P083131,P083131_198636,Kenya,0.05158,35.73078,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_193717,Kenya,-1.25,36.88333,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_193717,Kenya,-1.25,36.88333,2004-07-13,WB,320,Production
P083131,P083131_193717,Kenya,-1.25,36.88333,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_189400,Kenya,-4.08394,39.66161,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_189400,Kenya,-4.08394,39.66161,2004-07-13,WB,320,Production
P083131,P083131_189400,Kenya,-4.08394,39.66161,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_188045,Kenya,1.25769,35.09269,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_188045,Kenya,1.25769,35.09269,2004-07-13,WB,320,Production
P083131,P083131_188045,Kenya,1.25769,35.09269,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_188039,Kenya,-0.9,37.18333,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_188039,Kenya,-0.9,37.18333,2004-07-13,WB,320,Production
P083131,P083131_188039,Kenya,-0.9,37.18333,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_187968,Kenya,-3.21799,40.11692,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_187968,Kenya,-3.21799,40.11692,2004-07-13,WB,320,Production
P083131,P083131_187968,Kenya,-3.21799,40.11692,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_186315,Kenya,-0.2479,35.73743,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_186315,Kenya,-0.2479,35.73743,2004-07-13,WB,320,Production
P083131,P083131_186315,Kenya,-0.2479,35.73743,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_184707,Kenya,-0.71667,36.43591,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_184707,Kenya,-0.71667,36.43591,2004-07-13,WB,320,Production
P083131,P083131_184707,Kenya,-0.71667,36.43591,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_179949,Kenya,-0.39101,35.01689,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_179949,Kenya,-0.39101,35.01689,2004-07-13,WB,320,Production
P083131,P083131_179949,Kenya,-0.39101,35.01689,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_178522,Kenya,-3.39605,38.55609,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_178522,Kenya,-3.39605,38.55609,2004-07-13,WB,320,Production
P083131,P083131_178522,Kenya,-3.39605,38.55609,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_198476,Kenya,-0.53112,37.4506,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_198476,Kenya,-0.53112,37.4506,2004-07-13,WB,320,Production
P083131,P083131_198476,Kenya,-0.53112,37.4506,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_191299,Kenya,-0.68174,34.76666,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_191299,Kenya,-0.68174,34.76666,2004-07-13,WB,320,Production
P083131,P083131_191299,Kenya,-0.68174,34.76666,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_187585,Kenya,2.32839,37.98986,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_187585,Kenya,2.32839,37.98986,2004-07-13,WB,320,Production
P083131,P083131_187585,Kenya,2.32839,37.98986,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_186301,Kenya,-4.05466,39.66359,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_186301,Kenya,-4.05466,39.66359,2004-07-13,WB,320,Production
P083131,P083131_186301,Kenya,-4.05466,39.66359,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_184622,Kenya,-0.28333,36.06667,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_184622,Kenya,-0.28333,36.06667,2004-07-13,WB,320,Production
P083131,P083131_184622,Kenya,-0.28333,36.06667,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_184745,Kenya,-1.28333,36.81667,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_184745,Kenya,-1.28333,36.81667,2004-07-13,WB,320,Production
P083131,P083131_184745,Kenya,-1.28333,36.81667,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_184736,Kenya,-1.31667,36.83333,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_184736,Kenya,-1.31667,36.83333,2004-07-13,WB,320,Production
P083131,P083131_184736,Kenya,-1.31667,36.83333,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_178147,Kenya,-1.26667,36.8,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_178147,Kenya,-1.26667,36.8,2004-07-13,WB,320,Production
P083131,P083131_178147,Kenya,-1.26667,36.8,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_199359,Kenya,-0.58333,36.9,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_199359,Kenya,-0.58333,36.9,2004-07-13,WB,320,Production
P083131,P083131_199359,Kenya,-0.58333,36.9,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_194789,Kenya,-1.01667,36.75,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_194789,Kenya,-1.01667,36.75,2004-07-13,WB,320,Production
P083131,P083131_194789,Kenya,-1.01667,36.75,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_189464,Kenya,0.2,35.26667,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_189464,Kenya,0.2,35.26667,2004-07-13,WB,320,Production
P083131,P083131_189464,Kenya,0.2,35.26667,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_183330,Kenya,0.28333,35.86667,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_183330,Kenya,0.28333,35.86667,2004-07-13,WB,320,Production
P083131,P083131_183330,Kenya,0.28333,35.86667,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_189732,Kenya,-0.30008,36.13731,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_189732,Kenya,-0.30008,36.13731,2004-07-13,WB,320,Production
P083131,P083131_189732,Kenya,-0.30008,36.13731,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_194543,Kenya,-3.91667,39.78333,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_194543,Kenya,-3.91667,39.78333,2004-07-13,WB,320,Production
P083131,P083131_194543,Kenya,-3.91667,39.78333,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_193802,Kenya,-1.33218,36.73149,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_193802,Kenya,-1.33218,36.73149,2004-07-13,WB,320,Production
P083131,P083131_193802,Kenya,-1.33218,36.73149,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_186500,Kenya,-4.36774,39.40437,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_186500,Kenya,-4.36774,39.40437,2004-07-13,WB,320,Production
P083131,P083131_186500,Kenya,-4.36774,39.40437,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_182245,Kenya,-0.88667,36.26944,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_182245,Kenya,-0.88667,36.26944,2004-07-13,WB,320,Production
P083131,P083131_182245,Kenya,-0.88667,36.26944,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_181068,Kenya,-1.23333,36.88333,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_181068,Kenya,-1.23333,36.88333,2004-07-13,WB,320,Production
P083131,P083131_181068,Kenya,-1.23333,36.88333,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_178246,Kenya,-3.38333,39.98333,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_178246,Kenya,-3.38333,39.98333,2004-07-13,WB,320,Production
P083131,P083131_178246,Kenya,-3.38333,39.98333,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_198479,Kenya,0.0652,37.34873,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_198479,Kenya,0.0652,37.34873,2004-07-13,WB,320,Production
P083131,P083131_198479,Kenya,0.0652,37.34873,2004-07-13,WB,230,Economic Infrastructure & Services
P083131,P083131_183583,Kenya,-1.3,36.8,2004-07-13,WB,150,Social Infrastructure & Services
P083131,P083131_183583,Kenya,-1.3,36.8,2004-07-13,WB,320,Production
P083131,P083131_183583,Kenya,-1.3,36.8,2004-07-13,WB,230,Economic Infrastructure & Services
P127543,P127543_9212623,Mauritania,15.7639,-7.00961,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_9212619,Mauritania,16.44817,-13.93262,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_9212638,Mauritania,17.74736,-11.25972,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_8051341,Mauritania,18.17,-14.125,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_9212628,Mauritania,21.18504,-9.33032,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_9212636,Mauritania,15.87106,-8.71418,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_9212602,Mauritania,16.86456,-11.97782,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_9212624,Mauritania,15.95629,-11.16317,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_9212627,Mauritania,15.91751,-9.45314,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_9212603,Mauritania,15.54037,-12.82886,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_8051340,Mauritania,17.141,-15.659,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_9212607,Mauritania,17.08635,-10.46313,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_9212625,Mauritania,15.98133,-10.31841,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2597438,Mauritania,15.4975,-6.95056,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_6909378,Mauritania,16.3817,-8.8838,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2381236,Mauritania,15.05655,-11.85106,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2381163,Mauritania,16.64039,-12.49849,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2381152,Mauritania,15.8656,-5.9468,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2380975,Mauritania,25.22125,-11.57928,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2380972,Mauritania,15.9202,-11.1814,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2380817,Mauritania,15.88136,-7.36007,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2380764,Mauritania,15.31753,-11.80095,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2380756,Mauritania,17.4454,-11.3434,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2380695,Mauritania,15.5754,-8.08563,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2380444,Mauritania,15.6605,-12.14487,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2380225,Mauritania,15.73127,-8.6672,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2376976,Mauritania,16.64386,-12.66617,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2379619,Mauritania,15.5571,-5.516,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2379615,Mauritania,22.69527,-12.72836,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2598214,Mauritania,16.1505,-10.3661,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2597436,Mauritania,14.89927,-12.44891,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_6902161,Mauritania,16.8177,-11.8359,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2379131,Mauritania,15.64004,-11.51864,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2379072,Mauritania,15.36637,-12.08665,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2378646,Mauritania,16.53848,-16.21491,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2378160,Mauritania,17.506,-13.0927,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2378070,Mauritania,16.14497,-13.79258,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2378025,Mauritania,16.02157,-12.58379,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2377822,Mauritania,16.42361,-13.14087,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2377796,Mauritania,17.87364,-12.33185,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2377339,Mauritania,20.92767,-11.62138,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2598168,Mauritania,17.9525,-15.69528,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2377327,Mauritania,17.3014,-7.0256,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2377262,Mauritania,19.96222,-13.05944,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2377211,Mauritania,15.54038,-11.71467,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2598188,Mauritania,16.91111,-15.31611,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2376218,Mauritania,18.44134,-9.49394,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2376115,Mauritania,16.2447,-8.1643,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_6914243,Mauritania,16.3257,-9.0772,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2375847,Mauritania,15.53112,-10.11551,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2379057,Mauritania,15.97511,-8.40435,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2378480,Mauritania,15.76684,-7.97693,2013-06-18,WB,150,Social Infrastructure & Services
P127543,P127543_2380559,Mauritania,16.37349,-12.73193,2013-06-18,WB,150,Social Infrastructure & Services
P094278,P094278_2377457,Mauritania,20.93098,-17.03465,2006-06-01,WB,150,Social Infrastructure & Services
P094278,P094278_2377457,Mauritania,20.93098,-17.03465,2006-06-01,WB,120,Social Infrastructure & Services
P094278,P094278_2377457,Mauritania,20.93098,-17.03465,2006-06-01,WB,240,Economic Infrastructure & Services
P094278,P094278_2377450,Mauritania,18.08581,-15.9785,2006-06-01,WB,150,Social Infrastructure & Services
P094278,P094278_2377450,Mauritania,18.08581,-15.9785,2006-06-01,WB,120,Social Infrastructure & Services
P094278,P094278_2377450,Mauritania,18.08581,-15.9785,2006-06-01,WB,240,Economic Infrastructure & Services
P122157,P122157_7688808,Rwanda,-1.47394,29.83468,2011-03-22,WB,120,Social Infrastructure & Services
P122157,P122157_7688808,Rwanda,-1.47394,29.83468,2011-03-22,WB,160,Social Infrastructure & Services
P122157,P122157_7688808,Rwanda,-1.47394,29.83468,2011-03-22,WB,240,Economic Infrastructure & Services
P122157,P122157_7690219,Rwanda,-2.51704,29.69603,2011-03-22,WB,120,Social Infrastructure & Services
P122157,P122157_7690219,Rwanda,-2.51704,29.69603,2011-03-22,WB,160,Social Infrastructure & Services
P122157,P122157_7690219,Rwanda,-2.51704,29.69603,2011-03-22,WB,240,Economic Infrastructure & Services
P122157,P122157_7690211,Rwanda,-2.1296,29.36172,2011-03-22,WB,120,Social Infrastructure & Services
P122157,P122157_7690211,Rwanda,-2.1296,29.36172,2011-03-22,WB,160,Social Infrastructure & Services
P122157,P122157_7690211,Rwanda,-2.1296,29.36172,2011-03-22,WB,240,Economic Infrastructure & Services
P122157,P122157_7688801,Rwanda,-1.85101,30.65102,2011-03-22,WB,120,Social Infrastructure & Services
P122157,P122157_7688801,Rwanda,-1.85101,30.65102,2011-03-22,WB,160,Social Infrastructure & Services
P122157,P122157_7688801,Rwanda,-1.85101,30.65102,2011-03-22,WB,240,Economic Infrastructure & Services
P122157,P122157_7690214,Rwanda,-1.93912,29.71805,2011-03-22,WB,120,Social Infrastructure & Services
P122157,P122157_7690214,Rwanda,-1.93912,29.71805,2011-03-22,WB,160,Social Infrastructure & Services
P122157,P122157_7690214,Rwanda,-1.93912,29.71805,2011-03-22,WB,240,Economic Infrastructure & Services
P122157,P122157_7690208,Rwanda,-1.87822,29.56904,2011-03-22,WB,120,Social Infrastructure & Services
P122157,P122157_7690208,Rwanda,-1.87822,29.56904,2011-03-22,WB,160,Social Infrastructure & Services
P122157,P122157_7690208,Rwanda,-1.87822,29.56904,2011-03-22,WB,240,Economic Infrastructure & Services
P122157,P122157_7690207,Rwanda,-1.65275,29.50684,2011-03-22,WB,120,Social Infrastructure & Services
P122157,P122157_7690207,Rwanda,-1.65275,29.50684,2011-03-22,WB,160,Social Infrastructure & Services
P122157,P122157_7690207,Rwanda,-1.65275,29.50684,2011-03-22,WB,240,Economic Infrastructure & Services
P122157,P122157_7690212,Rwanda,-2.36154,29.14791,2011-03-22,WB,120,Social Infrastructure & Services
P122157,P122157_7690212,Rwanda,-2.36154,29.14791,2011-03-22,WB,160,Social Infrastructure & Services
P122157,P122157_7690212,Rwanda,-2.36154,29.14791,2011-03-22,WB,240,Economic Infrastructure & Services
P122157,P122157_7690217,Rwanda,-2.33692,29.7945,2011-03-22,WB,120,Social Infrastructure & Services
P122157,P122157_7690217,Rwanda,-2.33692,29.7945,2011-03-22,WB,160,Social Infrastructure & Services
P122157,P122157_7690217,Rwanda,-2.33692,29.7945,2011-03-22,WB,240,Economic Infrastructure & Services
P122157,P122157_7690209,Rwanda,-1.68126,29.32932,2011-03-22,WB,120,Social Infrastructure & Services
P122157,P122157_7690209,Rwanda,-1.68126,29.32932,2011-03-22,WB,160,Social Infrastructure & Services
P122157,P122157_7690209,Rwanda,-1.68126,29.32932,2011-03-22,WB,240,Economic Infrastructure & Services
P122157,P122157_7690216,Rwanda,-2.19957,29.76989,2011-03-22,WB,120,Social Infrastructure & Services
P122157,P122157_7690216,Rwanda,-2.19957,29.76989,2011-03-22,WB,160,Social Infrastructure & Services
P122157,P122157_7690216,Rwanda,-2.19957,29.76989,2011-03-22,WB,240,Economic Infrastructure & Services
P122157,P122157_7688802,Rwanda,-1.97281,30.35428,2011-03-22,WB,120,Social Infrastructure & Services
P122157,P122157_7688802,Rwanda,-1.97281,30.35428,2011-03-22,WB,160,Social Infrastructure & Services
P122157,P122157_7688802,Rwanda,-1.97281,30.35428,2011-03-22,WB,240,Economic Infrastructure & Services
P122157,P122157_7656199,Rwanda,-2.0151,30.1075,2011-03-22,WB,120,Social Infrastructure & Services
P122157,P122157_7656199,Rwanda,-2.0151,30.1075,2011-03-22,WB,160,Social Infrastructure & Services
P122157,P122157_7656199,Rwanda,-2.0151,30.1075,2011-03-22,WB,240,Economic Infrastructure & Services
P122157,P122157_202977,Rwanda,-1.5434,29.746,2011-03-22,WB,120,Social Infrastructure & Services
P122157,P122157_202977,Rwanda,-1.5434,29.746,2011-03-22,WB,160,Social Infrastructure & Services
P122157,P122157_202977,Rwanda,-1.5434,29.746,2011-03-22,WB,240,Economic Infrastructure & Services
P122157,P122157_384450,Rwanda,-1.84993,30.15181,2011-03-22,WB,120,Social Infrastructure & Services
P122157,P122157_384450,Rwanda,-1.84993,30.15181,2011-03-22,WB,160,Social Infrastructure & Services
P122157,P122157_384450,Rwanda,-1.84993,30.15181,2011-03-22,WB,240,Economic Infrastructure & Services
P122157,P122157_7663727,Rwanda,-2.5808,29.8764,2011-03-22,WB,120,Social Infrastructure & Services
P122157,P122157_7663727,Rwanda,-2.5808,29.8764,2011-03-22,WB,160,Social Infrastructure & Services
P122157,P122157_7663727,Rwanda,-2.5808,29.8764,2011-03-22,WB,240,Economic Infrastructure & Services
P122157,P122157_7685551,Rwanda,-2.37387,30.13385,2011-03-22,WB,120,Social Infrastructure & Services
